360,361,360,361,360,361,360,361,360,361,360,361,360,361,360,361,360,361,360,361,360,361,360,359,411,411,358,361,360,361,360,361,360,361,360,361,360,361,360,361,360,361,360,361,360,361,360,361,360,361
361,360,361,360,361,360,361,360,361,360,361,360,361,360,361,360,361,360,361,360,361,360,361,375,411,411,374,360,361,360,361,360,361,360,361,360,361,375,374,375,374,375,374,375,374,360,361,360,361,360
360,361,360,361,375,374,360,361,375,374,360,361,375,374,360,361,360,361,360,361,360,361,360,359,411,411,411,374,360,361,360,361,360,361,375,374,375,413,413,413,413,413,413,413,358,361,375,374,360,361
361,360,361,360,359,413,374,375,413,413,374,360,359,413,374,360,361,360,361,360,361,375,374,375,411,411,411,358,361,360,361,360,361,360,359,413,413,413,413,413,413,413,413,413,374,360,359,358,361,360
360,361,375,374,375,413,413,413,413,413,413,374,375,413,413,374,360,361,375,374,375,413,413,413,411,411,411,374,375,374,360,361,360,361,375,413,413,413,413,413,358,359,413,413,358,361,375,374,360,361
361,360,359,413,358,359,413,390,391,413,413,413,413,413,413,413,374,360,359,413,413,413,413,413,413,411,411,413,413,413,374,360,361,375,413,379,413,413,413,413,374,375,413,413,374,360,359,358,361,360
360,361,375,413,374,375,413,406,407,413,413,413,413,413,413,413,413,374,375,413,413,413,413,411,413,411,413,413,413,413,413,374,375,413,413,413,413,413,413,413,413,413,413,413,413,374,375,374,360,361
361,360,359,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,411,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,379,413,413,413,413,358,361,360
360,361,375,413,413,413,413,413,413,413,413,413,413,396,413,413,413,413,413,413,413,390,391,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,379,413,413,413,413,374,360,361
361,360,359,413,413,413,380,413,379,413,413,413,413,413,379,413,413,413,413,413,413,406,407,413,411,413,413,413,413,413,413,413,413,413,413,413,413,358,359,413,413,413,413,380,413,413,413,358,361,360
360,361,375,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,411,413,413,413,413,413,413,413,413,413,413,413,358,361,360,359,413,413,413,413,413,413,413,374,360,361
361,360,359,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,374,360,361,360,359,413,413,358,359,413,413,358,361,360
360,361,375,413,413,413,413,413,413,413,413,413,413,413,358,359,413,413,413,413,413,413,413,413,413,411,413,413,411,413,413,413,413,413,413,413,358,361,360,361,360,359,358,361,360,359,413,374,360,361
361,360,359,413,413,413,413,413,413,413,413,413,413,413,374,375,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,358,359,358,359,358,359,360,361,360,361,360,361,360,361,360,359,358,361,360
360,361,360,359,358,359,358,359,358,359,413,413,413,413,413,413,358,359,358,359,413,413,413,413,413,413,413,413,413,413,358,361,360,361,360,361,360,361,360,361,360,361,360,361,360,361,360,361,360,361
361,360,361,360,361,360,361,360,361,375,413,358,359,358,359,358,361,360,361,360,359,413,413,413,413,413,413,413,411,413,374,358,361,375,374,375,374,360,361,375,374,375,374,375,374,360,361,360,361,360
360,361,360,361,375,374,360,361,360,359,358,361,360,361,360,361,375,374,360,361,375,413,413,413,413,413,413,413,413,413,358,361,360,359,413,413,358,361,360,359,413,413,413,413,413,374,375,374,360,361
361,360,361,375,413,413,374,360,361,360,361,360,361,360,361,375,413,358,361,375,413,413,411,413,413,413,413,413,413,413,374,375,374,375,413,413,374,375,374,375,413,413,413,413,413,413,413,358,361,360
360,361,375,413,413,413,413,374,360,361,375,374,375,374,375,413,413,374,375,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,374,360,361
361,360,359,413,379,413,413,358,361,360,359,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,379,413,413,413,413,413,413,413,413,358,361,360
360,361,375,413,413,413,413,374,375,374,375,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,374,360,361
361,360,359,413,413,396,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,358,361,360
360,361,375,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,390,391,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,374,360,361
361,360,359,358,359,358,359,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,406,407,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,358,359,413,413,358,361,360
360,361,360,361,360,361,360,359,413,413,413,413,413,413,413,413,379,413,413,413,413,380,413,413,413,413,413,413,413,413,413,413,413,413,379,413,413,413,413,379,413,413,413,374,375,413,413,374,360,361
361,360,361,375,374,375,374,375,413,413,413,413,379,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,390,391,413,413,413,413,413,413,413,413,413,358,361,360
360,361,375,413,413,413,413,413,413,413,413,413,413,413,390,391,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,406,407,413,413,413,413,413,413,413,413,413,374,360,361
361,360,359,413,413,413,413,413,413,413,413,413,413,413,406,407,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,379,413,413,413,413,358,359,358,359,358,361,360
360,361,375,413,413,413,413,413,413,396,413,413,413,413,413,413,413,413,379,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,358,361,360,361,360,361,360,361
